batch_id,production_date,shift,line_id,machine_id,operator_id,parts_produced,defects_found,defect_type,mold_temp_c,pour_temp_c,moisture_pct,sand_ratio
B1257,11-03-2024,Night,L-1,M-01,OP-04,86,23,Blowhole,201.1,1390.3,3.31,0.9
B1258,18-06-2024,Day,L-2,M-02,OP-04,104,38,Blowhole,207,1448.7,4.94,0.85
B1259,03-03-2024,Night,L-1,M-01,OP-03,90,37,Shrinkage,203.1,1430.1,5.35,0.92
B1260,30-05-2024,Day,L-1,M-01,OP-04,82,30,Shrinkage,210.9,1415.9,4.64,0.81
B1261,01-06-2024,Day,L-2,M-02,OP-01,94,34,Cold Shut,216.8,1425.9,5.83,0.87
B1262,18-05-2024,Day,L-1,M-01,OP-05,129,28,Shrinkage,207.3,1442.3,4.33,0.89
B1263,03-02-2024,Day,L-1,M-01,OP-01,95,35,Cold Shut,211,1419.2,4.73,0.85
B1264,05-01-2024,Night,L-1,M-01,OP-03,94,25,Cold Shut,205.3,1393.9,4.13,0.84
B1265,17-04-2024,Day,L-1,M-01,OP-09,83,18,Blowhole,219.7,1400.2,3.59,0.83
B1266,01-05-2024,Day,L-3,M-03,OP-08,114,36,Cold Shut,202.8,1417.5,3.62,0.9
B1267,25-04-2024,Day,L-3,M-03,OP-09,92,29,Shrinkage,215.5,1411.6,3.51,0.82
B1268,17-06-2024,Day,L-3,M-03,OP-09,89,28,Cold Shut,219.5,1422.7,3.82,0.83
B1269,16-01-2024,Day,L-2,M-02,OP-08,121,26,Misrun,214.8,1426.9,4.1,0.78
B1270,05-05-2024,Day,L-2,M-02,OP-12,126,27,Misrun,210.5,1423.1,4.29,0.85
B1271,23-03-2024,Day,L-1,M-01,OP-10,88,32,Shrinkage,205.4,1432.4,4.61,0.82
B1272,11-03-2024,Day,L-1,M-01,OP-10,121,26,Cold Shut,217.5,1426.3,4.01,0.83
B1273,26-04-2024,Night,L-2,M-02,OP-09,129,54,Misrun,220.3,1421.9,4.68,0.87
B1274,16-06-2024,Day,L-1,M-01,OP-11,98,21,Shrinkage,198.1,1447.2,3.62,0.86
B1275,28-02-2024,Night,L-2,M-02,OP-07,114,30,Cold Shut,196.9,1431.4,4.14,0.85
B1276,16-04-2024,Night,L-2,M-02,OP-12,116,48,Blowhole,194.6,1439.4,5.06,0.86
B1277,21-03-2024,Night,L-2,M-02,OP-11,93,25,Cold Shut,205.7,1417.5,3.82,0.83
B1278,24-06-2024,Day,L-2,M-02,OP-15,86,18,Misrun,226.8,1439.6,3.64,0.83
B1279,22-01-2024,Day,L-1,M-01,OP-02,128,28,Misrun,216.8,1433.1,4.47,0.84
B1280,03-02-2024,Night,L-1,M-01,OP-09,124,33,Blowhole,204.1,1404.3,3.43,0.84
B1281,20-06-2024,Night,L-3,M-03,OP-02,128,66,Misrun,212,1429.5,4.55,0.83
B1282,14-01-2024,Night,L-2,M-02,OP-05,87,23,Cold Shut,190.1,1427.5,4.43,0.86
B1283,27-05-2024,Day,L-2,M-02,OP-09,82,18,Shrinkage,209.9,1395.1,3.15,0.85
B1284,27-02-2024,Night,L-1,M-01,OP-14,87,23,Blowhole,211.1,1417.4,3.62,0.86
B1285,30-01-2024,Night,L-2,M-02,OP-13,126,34,Cold Shut,208.9,1393.8,4.32,0.82
B1286,19-04-2024,Day,L-3,M-03,OP-14,95,30,Blowhole,200.9,1420.8,4.19,0.84
B1287,08-01-2024,Night,L-3,M-03,OP-03,119,44,Cold Shut,203.5,1426.8,3.67,0.86
B1288,27-03-2024,Night,L-3,M-03,OP-06,101,37,Blowhole,211.3,1410.4,4.33,0.85
B1289,24-05-2024,Day,L-1,M-01,OP-11,117,25,Misrun,198.4,1408.9,4,0.8
B1290,11-06-2024,Day,L-1,M-01,OP-01,81,17,Blowhole,201.5,1425.6,4.26,0.8
B1291,06-04-2024,Day,L-3,M-03,OP-07,102,47,Misrun,226.9,1407,4.51,0.91
B1292,04-04-2024,Day,L-2,M-02,OP-05,121,26,Cold Shut,231.9,1415.4,2.44,0.87
B1293,14-01-2024,Day,L-3,M-03,OP-03,109,51,Shrinkage,204.9,1424,4.6,0.84
B1294,21-06-2024,Day,L-3,M-03,OP-02,100,47,Cold Shut,202.8,1416.8,4.7,0.93
B1295,04-05-2024,Night,L-2,M-02,OP-10,112,30,Misrun,223.9,1427.3,4.18,0.87
B1296,25-02-2024,Night,L-2,M-02,OP-13,82,22,Blowhole,219.5,1420.3,3.64,0.75
B1297,29-01-2024,Night,L-2,M-02,OP-05,94,25,Misrun,209.3,1422.9,4.24,0.86
B1298,12-01-2024,Night,L-3,M-03,OP-04,92,47,Misrun,193.4,1408.1,4.71,0.89
B1299,02-01-2024,Day,L-3,M-03,OP-04,110,35,Cold Shut,204.4,1414.1,3.72,0.84
B1300,06-03-2024,Day,L-1,M-01,OP-05,88,19,Cold Shut,215.5,1427.8,3.7,0.82
B1301,07-05-2024,Day,L-1,M-01,OP-12,112,24,Misrun,214.4,1415,4.31,0.89
B1302,07-04-2024,Day,L-1,M-01,OP-09,108,39,Shrinkage,199.6,1449.3,4.55,0.84
B1303,19-01-2024,Night,L-3,M-03,OP-07,114,42,Blowhole,215.4,1388,3.38,0.87
B1304,27-04-2024,Day,L-2,M-02,OP-15,101,22,Blowhole,213.9,1399.3,4.04,0.89
B1305,26-05-2024,Night,L-2,M-02,OP-07,102,27,Misrun,200.1,1398.2,4.28,0.85
B1306,13-04-2024,Day,L-2,M-02,OP-01,90,33,Cold Shut,209.7,1412.6,5.04,0.82
B1307,25-06-2024,Night,L-1,M-01,OP-15,83,22,Cold Shut,220.9,1423.3,3.93,0.87
B1308,28-01-2024,Night,L-1,M-01,OP-04,108,29,Misrun,212.8,1380.9,3.59,0.86
B1309,14-05-2024,Night,L-3,M-03,OP-02,120,44,Misrun,208,1404,4.4,0.84
B1310,26-02-2024,Night,L-2,M-02,OP-06,129,54,Shrinkage,217.4,1405.9,5.71,0.86
B1311,15-05-2024,Day,L-1,M-01,OP-09,87,19,Shrinkage,220.1,1411.1,4.46,0.85
B1312,14-06-2024,Night,L-2,M-02,OP-14,84,22,Shrinkage,207.7,1440.8,4.26,0.85
B1313,07-02-2024,Day,L-1,M-01,OP-05,102,22,Shrinkage,196.5,1417.8,3.94,0.82
B1314,16-06-2024,Day,L-1,M-01,OP-02,90,19,Shrinkage,222.4,1432.9,3.77,0.78
B1315,28-04-2024,Night,L-3,M-03,OP-13,111,41,Misrun,210.3,1404.2,4.11,0.82
B1316,09-06-2024,Night,L-3,M-03,OP-06,96,49,Shrinkage,195.8,1403.6,4.9,0.9
B1317,30-04-2024,Day,L-2,M-02,OP-08,129,28,Cold Shut,209.7,1413.2,4.05,0.87
B1318,31-03-2024,Day,L-2,M-02,OP-09,129,28,Blowhole,199.9,1409.4,3.65,0.85
B1319,25-04-2024,Night,L-2,M-02,OP-01,92,38,Blowhole,215.4,1422.6,5.27,0.88
B1320,20-01-2024,Night,L-2,M-02,OP-11,90,24,Blowhole,218.6,1418,3.62,0.79
B1321,28-04-2024,Night,L-3,M-03,OP-10,104,38,Blowhole,212.1,1403.6,3.84,0.87
B1322,23-03-2024,Day,L-2,M-02,OP-10,125,27,Misrun,206.5,1432,3.35,0.87
B1323,16-01-2024,Day,L-3,M-03,OP-08,126,59,Blowhole,222.1,1402.8,4.79,0.85
B1324,09-05-2024,Day,L-2,M-02,OP-11,119,26,Shrinkage,208.5,1418.5,3.29,0.84
B1325,30-06-2024,Day,L-1,M-01,OP-08,101,22,Misrun,204.7,1405.2,4.48,0.87
B1326,03-04-2024,Day,L-3,M-03,OP-06,102,47,Cold Shut,233,1425.9,4.55,0.88
B1327,27-03-2024,Night,L-2,M-02,OP-11,82,34,Blowhole,217.5,1388.6,4.6,0.86
B1328,17-01-2024,Night,L-3,M-03,OP-06,126,46,Blowhole,212.1,1430.3,4.07,0.81
B1329,13-03-2024,Night,L-3,M-03,OP-05,87,45,Shrinkage,222.9,1401.1,4.78,0.84
B1330,29-05-2024,Day,L-2,M-02,OP-11,122,45,Shrinkage,214.3,1402.1,4.97,0.89
B1331,16-06-2024,Night,L-2,M-02,OP-12,81,34,Misrun,208.7,1405.9,5.04,0.85
B1332,20-03-2024,Day,L-1,M-01,OP-09,105,23,Misrun,217.7,1419.8,4.42,0.88
B1333,02-02-2024,Night,L-3,M-03,OP-11,95,35,Blowhole,201.8,1402.7,3.88,0.79
B1334,10-05-2024,Night,L-3,M-03,OP-06,99,36,Blowhole,213.9,1425.1,3.73,0.82
B1335,16-02-2024,Night,L-2,M-02,OP-04,119,32,Cold Shut,195.6,1408.8,3.92,0.8
B1336,27-02-2024,Day,L-2,M-02,OP-03,86,31,Shrinkage,211.3,1410.6,5.75,0.83
B1337,26-01-2024,Night,L-1,M-01,OP-09,83,22,Blowhole,226.1,1405,4.19,0.9
B1338,07-06-2024,Night,L-3,M-03,OP-03,98,36,Misrun,208.3,1414.9,3.63,0.84
B1339,16-02-2024,Day,L-1,M-01,OP-14,109,23,Shrinkage,201,1434.6,4.26,0.84
B1340,12-01-2024,Night,L-3,M-03,OP-07,128,47,Cold Shut,214.8,1413,3.61,0.81
B1341,23-04-2024,Day,L-3,M-03,OP-10,126,40,Cold Shut,222.2,1442.8,3.48,0.87
B1342,29-02-2024,Night,L-3,M-03,OP-09,106,55,Shrinkage,213.6,1428.1,4.8,0.85
B1343,19-02-2024,Night,L-2,M-02,OP-06,82,22,Misrun,191,1426.6,3.83,0.86
B1344,07-04-2024,Night,L-2,M-02,OP-09,98,26,Misrun,215.1,1391.1,3.87,0.83
B1345,03-06-2024,Day,L-1,M-01,OP-03,89,19,Cold Shut,205.1,1420,4.31,0.85
B1346,05-04-2024,Night,L-1,M-01,OP-09,118,31,Blowhole,219,1412.6,2.19,0.87
B1347,13-03-2024,Day,L-3,M-03,OP-02,125,40,Shrinkage,217.7,1419.5,3.5,0.89
B1348,11-05-2024,Night,L-2,M-02,OP-03,115,31,Misrun,199.3,1400.7,3.53,0.79
B1349,25-04-2024,Day,L-1,M-01,OP-15,104,22,Cold Shut,211,1414.8,3.83,0.82
B1350,14-01-2024,Night,L-1,M-01,OP-07,112,30,Cold Shut,217.9,1416.7,4.08,0.82
B1351,21-01-2024,Night,L-1,M-01,OP-06,90,24,Shrinkage,194.4,1422.7,4.25,0.83
B1352,26-01-2024,Night,L-1,M-01,OP-14,116,31,Cold Shut,196.7,1423.5,3.42,0.92
B1353,10-01-2024,Day,L-1,M-01,OP-05,104,22,Misrun,212.6,1439.4,3.77,0.83
B1354,29-06-2024,Day,L-3,M-03,OP-08,112,35,Misrun,214.3,1415.9,3.49,0.87
B1355,21-01-2024,Day,L-3,M-03,OP-01,120,38,Cold Shut,196.6,1436.4,4.37,0.87
B1356,20-05-2024,Day,L-1,M-01,OP-12,113,24,Misrun,205.5,1414.1,3.31,0.91
B1357,01-03-2024,Night,L-1,M-01,OP-05,127,53,Blowhole,219.4,1411.1,5.34,0.83
B1358,17-04-2024,Day,L-1,M-01,OP-11,117,25,Misrun,203.5,1435.6,4.07,0.83
B1359,07-05-2024,Day,L-1,M-01,OP-10,99,36,Blowhole,213.6,1419.1,5.31,0.82
B1360,06-02-2024,Day,L-3,M-03,OP-05,107,50,Misrun,228.3,1420.7,5.31,0.91
B1361,02-03-2024,Night,L-1,M-01,OP-10,82,22,Misrun,200.3,1428.2,4.26,0.85
B1362,14-05-2024,Day,L-1,M-01,OP-06,102,22,Blowhole,211.1,1432.2,3.9,0.81
B1363,09-04-2024,Day,L-3,M-03,OP-14,103,48,Misrun,200.6,1404.4,5.09,0.82
B1364,05-04-2024,Night,L-1,M-01,OP-05,88,36,Blowhole,197.8,1412.1,4.74,0.85
B1365,29-03-2024,Day,L-2,M-02,OP-04,99,21,Blowhole,194.3,1418.2,3.34,0.89
B1366,04-02-2024,Night,L-3,M-03,OP-01,106,39,Cold Shut,200.4,1408.9,3.97,0.86
B1367,13-06-2024,Night,L-3,M-03,OP-03,83,30,Misrun,209.9,1432.1,3.6,0.86
B1368,10-06-2024,Night,L-3,M-03,OP-03,100,37,Shrinkage,201.4,1432.6,3.55,0.86
B1369,10-01-2024,Night,L-1,M-01,OP-05,84,35,Shrinkage,215.8,1453.8,5.03,0.86
B1370,11-01-2024,Day,L-1,M-01,OP-06,84,31,Cold Shut,212.9,1411.5,4.54,0.84
B1371,19-05-2024,Night,L-3,M-03,OP-08,90,33,Cold Shut,198.9,1426,4.39,0.82
B1372,14-03-2024,Day,L-1,M-01,OP-06,101,22,Blowhole,215.5,1429.9,3.85,0.82
B1373,10-03-2024,Night,L-3,M-03,OP-02,105,38,Cold Shut,206.1,1409.5,4.03,0.82
B1374,22-04-2024,Night,L-2,M-02,OP-15,126,52,Misrun,229.4,1396.8,4.51,0.8
B1375,07-05-2024,Day,L-2,M-02,OP-12,96,21,Misrun,210.4,1433.4,4.13,0.85
B1376,22-01-2024,Night,L-2,M-02,OP-12,99,26,Misrun,200.8,1419.5,3.86,0.87
B1377,03-06-2024,Night,L-1,M-01,OP-14,99,41,Shrinkage,218.7,1407.9,4.61,0.81
B1378,23-03-2024,Night,L-3,M-03,OP-02,83,30,Blowhole,204.1,1421.5,3.96,0.84
B1379,19-03-2024,Night,L-2,M-02,OP-08,125,33,Misrun,216.8,1418.3,4.44,0.83
B1380,30-03-2024,Night,L-1,M-01,OP-08,92,24,Blowhole,206.2,1426.2,4.4,0.82
B1381,06-06-2024,Night,L-3,M-03,OP-07,125,65,Cold Shut,188.3,1413.2,4.97,0.88
B1382,20-01-2024,Day,L-3,M-03,OP-11,109,34,Misrun,209.5,1436.2,4.13,0.84
B1383,08-01-2024,Day,L-2,M-02,OP-03,93,20,Misrun,205.6,1421.3,4.04,0.87
B1384,18-01-2024,Day,L-1,M-01,OP-04,82,30,Cold Shut,200.6,1424.2,4.72,0.88
B1385,25-05-2024,Night,L-2,M-02,OP-01,98,26,Shrinkage,207.8,1442.6,4.46,0.84
B1386,04-04-2024,Night,L-3,M-03,OP-06,112,41,Misrun,193.9,1410.6,2.88,0.87
B1387,15-05-2024,Day,L-1,M-01,OP-06,93,34,Misrun,209,1440.7,4.87,0.84
B1388,04-03-2024,Night,L-2,M-02,OP-02,128,34,Blowhole,218.5,1389.6,3.81,0.83
B1389,07-05-2024,Day,L-3,M-03,OP-09,100,32,Misrun,213.5,1415.5,3.69,0.88
B1390,08-03-2024,Day,L-3,M-03,OP-13,112,35,Cold Shut,198.8,1440.6,4.33,0.85
B1391,24-02-2024,Night,L-3,M-03,OP-10,98,36,Cold Shut,226.1,1429.3,4.1,0.89
B1392,21-02-2024,Night,L-3,M-03,OP-02,99,51,Shrinkage,201.9,1433,4.61,0.86
B1393,14-02-2024,Night,L-1,M-01,OP-15,83,22,Misrun,214.2,1379,4.02,0.85
B1394,19-06-2024,Night,L-1,M-01,OP-06,113,30,Blowhole,203.8,1414.7,4.45,0.8
B1395,17-03-2024,Night,L-3,M-03,OP-14,101,37,Shrinkage,203.9,1395.2,3.68,0.85
B1396,02-04-2024,Day,L-3,M-03,OP-09,87,27,Shrinkage,195.9,1391.1,4.07,0.77
B1397,05-02-2024,Day,L-1,M-01,OP-04,114,42,Misrun,201.1,1396.4,4.52,0.83
B1398,21-05-2024,Night,L-1,M-01,OP-10,92,38,Cold Shut,205.2,1416.8,5.01,0.87
B1399,05-06-2024,Day,L-2,M-02,OP-15,118,25,Blowhole,191.2,1435.1,4.42,0.85
B1400,11-04-2024,Night,L-1,M-01,OP-12,120,32,Misrun,201.1,1412.1,3.65,0.86
B1401,14-04-2024,Night,L-3,M-03,OP-14,118,43,Blowhole,207.1,1416,3.89,0.85
B1402,13-06-2024,Night,L-1,M-01,OP-02,90,24,Misrun,196.2,1405.2,3.92,0.79
B1403,02-02-2024,Night,L-2,M-02,OP-15,91,24,Shrinkage,218.4,1426.5,4.44,0.82
B1404,08-05-2024,Night,L-1,M-01,OP-15,112,30,Blowhole,226.1,1417.2,3.86,0.88
B1405,18-03-2024,Day,L-1,M-01,OP-03,81,29,Shrinkage,203.3,1423.9,4.95,0.86
B1406,29-03-2024,Day,L-2,M-02,OP-09,126,46,Cold Shut,215.1,1407.6,5.26,0.84
B1407,20-02-2024,Night,L-1,M-01,OP-11,108,29,Cold Shut,209,1436.2,3.44,0.85
B1408,06-06-2024,Night,L-1,M-01,OP-09,97,26,Blowhole,223.3,1410.2,3.99,0.87
B1409,31-05-2024,Day,L-3,M-03,OP-10,108,34,Shrinkage,193,1403.8,4.24,0.83
B1410,24-05-2024,Night,L-1,M-01,OP-01,80,21,Blowhole,208.3,1403.5,4.07,0.81
B1411,13-06-2024,Day,L-1,M-01,OP-13,103,38,Cold Shut,203.5,1421.4,4.88,0.9
B1412,26-05-2024,Day,L-3,M-03,OP-07,114,36,Blowhole,212.6,1402.9,4.26,0.88
B1413,13-06-2024,Night,L-2,M-02,OP-05,123,51,Misrun,191.8,1422.3,4.57,0.83
B1414,17-03-2024,Night,L-1,M-01,OP-08,127,34,Blowhole,224,1409.8,4.15,0.94
B1415,10-02-2024,Day,L-3,M-03,OP-08,107,34,Misrun,206.9,1411.8,3.43,0.87
B1416,22-02-2024,Night,L-2,M-02,OP-06,99,26,Shrinkage,222.7,1383.3,4.36,0.84
B1417,29-03-2024,Night,L-2,M-02,OP-07,90,37,Shrinkage,193.7,1397.2,4.98,0.89
B1418,22-03-2024,Day,L-2,M-02,OP-04,91,20,Misrun,198.9,1417.1,3.54,0.85
B1419,25-04-2024,Night,L-1,M-01,OP-04,105,28,Shrinkage,192,1409.6,3.43,0.84
B1420,15-03-2024,Day,L-1,M-01,OP-07,116,25,Misrun,205.3,1431.1,3.91,0.78
B1421,24-03-2024,Day,L-1,M-01,OP-15,85,31,Cold Shut,208.9,1420.5,5.02,0.86
B1422,07-05-2024,Day,L-1,M-01,OP-09,124,27,Misrun,197.3,1421,4.19,0.85
B1423,07-05-2024,Night,L-2,M-02,OP-01,102,27,Blowhole,202.1,1406.9,2.94,0.83
B1424,02-03-2024,Night,L-2,M-02,OP-04,128,53,Cold Shut,216.3,1416.3,5.62,0.83
B1425,13-03-2024,Day,L-1,M-01,OP-08,83,30,Misrun,208.3,1387.6,4.87,0.82
B1426,28-01-2024,Day,L-2,M-02,OP-07,126,27,Shrinkage,217.1,1423.5,3.83,0.88
B1427,13-04-2024,Night,L-2,M-02,OP-06,97,40,Blowhole,197.7,1444.4,4.97,0.86
B1428,25-05-2024,Day,L-2,M-02,OP-09,100,22,Shrinkage,215.2,1413.7,4.26,0.86
B1429,19-01-2024,Night,L-2,M-02,OP-07,106,28,Misrun,220.9,1422,4.38,0.85
B1430,08-06-2024,Night,L-3,M-03,OP-11,100,37,Blowhole,211.6,1439.4,4.43,0.84
B1431,10-04-2024,Day,L-1,M-01,OP-06,120,26,Cold Shut,209.9,1397.4,4.11,0.86
B1432,06-02-2024,Night,L-3,M-03,OP-04,111,41,Misrun,242.5,1413.8,2.85,0.81
B1433,12-01-2024,Day,L-3,M-03,OP-01,103,48,Shrinkage,207.8,1397.6,5.66,0.87
B1434,01-05-2024,Night,L-3,M-03,OP-09,96,49,Misrun,214.1,1409.9,5.04,0.89
B1435,24-03-2024,Day,L-1,M-01,OP-15,124,27,Cold Shut,196.2,1414.9,4.31,0.88
B1436,06-06-2024,Night,L-1,M-01,OP-12,87,36,Cold Shut,216.6,1370.9,4.62,0.86
B1437,09-05-2024,Night,L-3,M-03,OP-14,95,49,Misrun,220.8,1421.9,5.77,0.86
B1438,01-05-2024,Night,L-3,M-03,OP-14,120,44,Blowhole,204.6,1404.7,3.57,0.88
B1439,21-06-2024,Night,L-2,M-02,OP-02,86,23,Misrun,203.9,1409.7,4.11,0.86
B1440,25-06-2024,Night,L-3,M-03,OP-11,92,47,Blowhole,221.9,1426.3,4.76,0.87
B1441,08-03-2024,Night,L-3,M-03,OP-11,115,42,Shrinkage,225.4,1419.7,3.77,0.83
B1442,29-05-2024,Day,L-3,M-03,OP-08,93,29,Shrinkage,208.1,1390.5,3.05,0.83
B1443,07-02-2024,Night,L-3,M-03,OP-14,82,42,Shrinkage,202.8,1443.2,4.97,0.86
B1444,18-02-2024,Day,L-1,M-01,OP-01,113,41,Misrun,193.9,1429.1,4.66,0.83
B1445,08-02-2024,Night,L-2,M-02,OP-07,113,47,Shrinkage,208.5,1405.6,4.81,0.87
B1446,16-01-2024,Night,L-2,M-02,OP-12,106,28,Shrinkage,211.7,1409.9,4.24,0.89
B1447,23-05-2024,Day,L-3,M-03,OP-06,109,34,Misrun,223.6,1419.2,4.24,0.81
B1448,21-03-2024,Night,L-3,M-03,OP-03,101,52,Misrun,208.6,1402.3,4.62,0.88
B1449,19-05-2024,Night,L-3,M-03,OP-06,115,42,Cold Shut,198.9,1417.8,3.75,0.87
B1450,19-02-2024,Night,L-3,M-03,OP-04,107,39,Cold Shut,215.2,1399.5,3.66,0.8
B1451,27-02-2024,Night,L-3,M-03,OP-05,83,30,Cold Shut,209.7,1407.4,4.47,0.8
B1452,25-06-2024,Day,L-3,M-03,OP-12,93,29,Misrun,201.3,1429,3.52,0.84
B1453,30-03-2024,Night,L-2,M-02,OP-09,128,34,Cold Shut,219.6,1415.2,3.76,0.82
B1454,26-05-2024,Day,L-2,M-02,OP-11,102,22,Misrun,214.8,1451.6,3.52,0.84
B1455,07-02-2024,Night,L-2,M-02,OP-05,108,29,Blowhole,212.1,1399.2,4.33,0.88
B1456,29-03-2024,Day,L-2,M-02,OP-15,97,21,Misrun,207.7,1429.2,4.09,0.87
B1457,02-05-2024,Night,L-3,M-03,OP-04,91,33,Shrinkage,210.8,1420.1,3.68,0.83
B1458,23-05-2024,Night,L-3,M-03,OP-12,106,55,Cold Shut,205.9,1428.6,4.52,0.83
B1459,06-06-2024,Day,L-1,M-01,OP-12,122,26,Shrinkage,199.4,1416,4.33,0.88
B1460,20-06-2024,Day,L-1,M-01,OP-15,100,37,Shrinkage,185.7,1408.8,5.77,0.85
B1461,14-01-2024,Day,L-3,M-03,OP-02,120,38,Misrun,222.7,1414.1,3.5,0.87
B1462,26-01-2024,Night,L-2,M-02,OP-11,120,50,Shrinkage,206,1410.2,5.06,0.86
B1463,14-04-2024,Day,L-1,M-01,OP-11,88,19,Misrun,221.5,1424.4,4.47,0.87
B1464,14-03-2024,Day,L-2,M-02,OP-06,102,22,Cold Shut,213.8,1427.3,3.11,0.82
B1465,23-01-2024,Day,L-3,M-03,OP-11,97,31,Shrinkage,234.7,1409.9,4.3,0.82
B1466,14-02-2024,Day,L-3,M-03,OP-07,100,32,Shrinkage,192.6,1393.8,3.59,0.85
B1467,06-05-2024,Night,L-1,M-01,OP-03,89,24,Cold Shut,184.4,1400.1,4.04,0.84
B1468,17-03-2024,Day,L-1,M-01,OP-10,96,21,Blowhole,216.2,1421.7,4.02,0.86
B1469,26-04-2024,Night,L-2,M-02,OP-11,105,28,Misrun,217.2,1431.7,3.37,0.87
B1470,10-03-2024,Night,L-1,M-01,OP-04,119,32,Blowhole,194.8,1417,3.67,0.81
B1471,27-04-2024,Day,L-2,M-02,OP-11,116,42,Cold Shut,188.4,1403.9,4.89,0.86
B1472,04-01-2024,Day,L-3,M-03,OP-12,91,29,Cold Shut,211.7,1415.8,4.32,0.86
B1473,14-02-2024,Day,L-2,M-02,OP-10,104,22,Misrun,213.1,1405,3.55,0.85
B1474,23-01-2024,Night,L-2,M-02,OP-07,113,47,Blowhole,203,1413.4,5.37,0.85
B1475,02-05-2024,Day,L-1,M-01,OP-06,105,38,Shrinkage,218.4,1421.5,5.69,0.91
B1476,08-04-2024,Night,L-1,M-01,OP-04,101,27,Misrun,206.2,1405.8,3.32,0.84
B1477,18-03-2024,Night,L-2,M-02,OP-10,105,28,Blowhole,219,1428,3.88,0.85
B1478,26-06-2024,Night,L-2,M-02,OP-04,110,29,Blowhole,216.4,1427.7,3.38,0.84
B1479,29-04-2024,Day,L-3,M-03,OP-05,103,32,Shrinkage,211.7,1441.2,4.41,0.84
B1480,25-06-2024,Night,L-2,M-02,OP-02,105,28,Cold Shut,193.9,1446.3,3.62,0.86
B1481,26-02-2024,Day,L-2,M-02,OP-03,100,22,Misrun,196.9,1421.2,4.28,0.86
B1482,04-06-2024,Night,L-1,M-01,OP-06,110,29,Misrun,205.7,1411,3.2,0.87
B1483,17-05-2024,Night,L-3,M-03,OP-13,85,31,Shrinkage,184.1,1402.7,4.4,0.85
B1484,14-05-2024,Day,L-1,M-01,OP-08,105,23,Cold Shut,218.2,1416.8,3.14,0.85
B1485,16-01-2024,Day,L-1,M-01,OP-14,102,22,Shrinkage,214.3,1405.1,4.33,0.85
B1486,12-02-2024,Day,L-3,M-03,OP-06,87,27,Misrun,200.4,1396.4,4.14,0.87
B1487,29-05-2024,Day,L-1,M-01,OP-08,80,29,Blowhole,213.1,1411.7,5.24,0.88
B1488,15-01-2024,Night,L-3,M-03,OP-08,116,42,Shrinkage,218.8,1424.1,3.32,0.84
B1489,26-04-2024,Night,L-3,M-03,OP-10,87,32,Blowhole,204.4,1426.4,3.77,0.81
B1490,21-06-2024,Night,L-3,M-03,OP-13,123,45,Cold Shut,202.4,1420.1,3.64,0.8
B1491,11-04-2024,Day,L-3,M-03,OP-05,106,33,Blowhole,181,1424.2,4.19,0.91
B1492,28-05-2024,Day,L-3,M-03,OP-02,82,38,Blowhole,191.3,1406,5.19,0.88
B1493,28-06-2024,Night,L-2,M-02,OP-02,97,26,Blowhole,202,1439.2,2.91,0.87
B1494,09-01-2024,Night,L-1,M-01,OP-05,80,21,Misrun,194.6,1412.2,4.35,0.91
B1495,13-06-2024,Day,L-1,M-01,OP-12,100,37,Misrun,201,1416.6,5.33,0.81
B1496,24-04-2024,Night,L-2,M-02,OP-14,126,52,Misrun,195.8,1407,5.19,0.86
B1497,23-06-2024,Day,L-2,M-02,OP-11,87,19,Shrinkage,206.3,1399.6,3.81,0.86
B1498,31-01-2024,Night,L-3,M-03,OP-03,106,39,Misrun,214.4,1418,2.38,0.86
B1499,27-02-2024,Day,L-3,M-03,OP-14,115,54,Blowhole,200.5,1426.1,4.93,0.86
B1500,28-04-2024,Night,L-1,M-01,OP-11,128,34,Misrun,205,1419.8,2.95,0.85
B1501,28-02-2024,Night,L-3,M-03,OP-04,120,44,Misrun,199.1,1415.5,3.73,0.82
B1502,11-03-2024,Day,L-2,M-02,OP-04,82,18,Blowhole,218.1,1400.5,3.78,0.89
B1503,06-06-2024,Night,L-1,M-01,OP-13,120,32,Blowhole,199.4,1432,4.02,0.81
B1504,18-01-2024,Day,L-1,M-01,OP-02,104,22,Blowhole,206.4,1401.1,3.6,0.83
B1505,03-03-2024,Day,L-2,M-02,OP-12,126,27,Blowhole,227.4,1436.3,3.78,0.88
B1506,29-02-2024,Night,L-2,M-02,OP-09,110,29,Shrinkage,217.8,1388.8,4.29,0.81
B1507,08-05-2024,Day,L-1,M-01,OP-05,101,37,Shrinkage,220.5,1392.5,4.66,0.82
B1508,27-05-2024,Night,L-3,M-03,OP-10,100,52,Cold Shut,201.5,1419.7,5.22,0.87
B1509,06-02-2024,Night,L-1,M-01,OP-11,96,40,Shrinkage,218.2,1429.9,4.96,0.85
B1510,11-03-2024,Night,L-2,M-02,OP-01,102,27,Shrinkage,216.4,1414,4.06,0.82
B1511,22-05-2024,Night,L-3,M-03,OP-08,82,30,Blowhole,202.9,1408.3,4.42,0.91
B1512,14-05-2024,Night,L-2,M-02,OP-06,80,21,Misrun,185.6,1385.5,4.07,0.85
B1513,17-03-2024,Day,L-2,M-02,OP-07,83,18,Shrinkage,194.8,1413.9,3.99,0.84
B1514,02-03-2024,Night,L-3,M-03,OP-14,108,39,Shrinkage,228.2,1434.8,4.34,0.85
